plot_id,basal_area,aerial_biomass_total,trunk_bark_biomass,leaf_biomass,trunk_wood_biomass,branch_wo_leaves_biomass,basal_area_dec_dominant,density_dec_dominant,aerial_carbon_total,trunk_bark_carbon,accumulated_aerial_co2,dbh,density,basal_area_species_dominant,density_species_dominant,basal_area_genus_dominant,density_genus_dominant,over_bark_volume,coords_longitude,coords_latitude,admin_region,admin_municipality,topo_altitude_asl,clim_prec_year,clim_tmin_year
P_03209,47.6,289.63,36.29,7.33,202.95,43.06,Conífera,Esclerofil·le,146.46,19.06,537.02,25.88,904.85,Pinus nigra,Quercus ilex,Pinus,Quercus,419.02,2.04,41.65,Vallès Occidental,Matadepera,485.48,699,7.6
P_03212,28.66,137.66,19.66,5.17,84.77,28.05,Esclerofil·le,Esclerofil·le,67.38,9.64,247.07,14.72,1683.51,Quercus ilex,Quercus ilex,Quercus,Quercus,152.16,2.07,41.65,Vallès Occidental,Castellar del Vallès,481.21,707.2,7.5
P_03215,31.47,172.87,19.89,4.75,100.13,48.1,Conífera,Esclerofil·le,85.44,10.05,313.26,21.31,882.5,Pinus halepensis,Quercus ilex,Pinus,Quercus,182.01,2.1,41.66,Vallès Occidental,Sentmenat,584.52,741.8,7.1
P_03224,27.08,103.6,10.8,7.06,48.4,37.33,Esclerofil·le,Esclerofil·le,49.86,5.15,182.82,11.76,2493,Quercus ilex,Quercus ilex,Quercus,Quercus,73.39,1.95,41.64,Vallès Occidental,Rellinars,710.33,745.6,7
P_03226,40.6,185.26,20.52,8.6,104.78,51.35,Esclerofil·le,Esclerofil·le,90.52,10.11,331.91,14.92,2321.96,Quercus ilex,Quercus ilex,Quercus,Quercus,178.99,1.98,41.64,Vallès Occidental,Terrassa,765.02,773.1,6.7
P_03227,34.52,156.94,18.31,6.7,81.88,50.05,Esclerofil·le,Esclerofil·le,77.31,9.23,283.45,15.36,1861.9,Quercus ilex,Quercus ilex,Quercus,Quercus,150.24,2.04,41.64,Vallès Occidental,Castellar del Vallès,524.23,711.8,7.5
P_03232,13.54,53.97,5.64,2.77,26.41,19.16,Esclerofil·le,Esclerofil·le,26.12,2.73,95.76,15.71,698.3,Quercus ilex,Quercus ilex,Quercus,Quercus,41.62,2.09,41.64,Vallès Occidental,Castellar del Vallès,549.96,723.7,7.3
P_03234,27.87,119.29,14.1,4.25,60.58,40.36,Conífera,Esclerofil·le,59.57,7.3,218.41,19.33,949.41,Pinus halepensis,Quercus ilex,Pinus,Quercus,121.45,2.1,41.65,Vallès Occidental,Castellar del Vallès,540.24,730.5,7.2
P_03242,2.5,7.58,1.27,0.36,3.43,2.52,Conífera,Caducifoli,3.82,0.65,14,13.54,173.3,Pinus halepensis,Quercus faginea,Pinus,Quercus,8.04,1.89,41.63,Vallès Occidental,Rellinars,314.17,619.4,8.7
P_03246,32.36,106.64,14.88,5.45,51.92,34.4,Conífera,Conífera,53.09,7.67,194.68,12.7,2553.55,Pinus halepensis,Pinus halepensis,Pinus,Pinus,107.36,1.94,41.64,Vallès Occidental,Rellinars,482.93,681.6,7.9
P_03247,10.7,38.06,4.66,2.2,19.02,12.19,Esclerofil·le,Esclerofil·le,18.44,2.24,67.62,12.27,905.41,Quercus ilex,Arbutus unedo,Quercus,Quercus,31.85,1.97,41.63,Vallès Occidental,Vacarisses,643.27,755.7,7
P_03250,3.63,12.03,2.1,0.82,5.75,3.36,Esclerofil·le,Esclerofil·le,5.76,0.99,21.13,9.53,509.3,Quercus ilex,Quercus ilex,Quercus,Quercus,9.84,1.99,41.64,Vallès Occidental,Matadepera,662.7,747.9,7.1
P_03251,25.28,126.91,14.46,4.11,73.01,35.33,Conífera,Esclerofil·le,63.54,7.5,232.97,23.07,604.65,Pinus halepensis,Quercus ilex,Pinus,Quercus,141.91,2,41.64,Vallès Occidental,Matadepera,633.44,745.7,7.1
P_03257,22.97,101.43,14.56,2.69,55.71,28.47,Conífera,Conífera,51.29,7.69,188.07,23.56,526.98,Pinus halepensis,Pinus halepensis,Pinus,Pinus,123.19,2.06,41.64,Vallès Occidental,Castellar del Vallès,378.43,673.5,8
P_03258,26.36,113.02,14.26,3.36,58.5,36.89,Conífera,Conífera,57.13,7.53,209.49,28.03,427.1,Pinus halepensis,Pinus halepensis,Pinus,Pinus,126.42,2.09,41.64,Vallès Occidental,Castellar del Vallès,506.86,718.6,7.4
P_03260,27.42,108.43,14.9,3.38,56.06,34.08,Conífera,Conífera,54.81,7.87,200.97,19.56,912.49,Pinus halepensis,Pinus halepensis,Pinus,Pinus,124.06,2.11,41.64,Vallès Occidental,Sentmenat,515.15,720.9,7.3
P_03266,9.41,34.48,4.11,1.41,16.4,12.55,Conífera,Esclerofil·le,17.44,2.17,63.95,21.93,249.13,Pinus halepensis,Quercus ilex,Pinus,Quercus,35.52,1.92,41.63,Vallès Occidental,Vacarisses,412.99,658.9,8.4
P_03267,13.81,57.88,7.13,1.85,30.04,18.86,Conífera,Conífera,29.13,3.74,106.83,27.18,238.1,Pinus halepensis,Pinus halepensis,Pinus,Pinus,62.73,1.93,41.63,Vallès Occidental,Rellinars,471.87,679.4,8.1
P_03270,19.33,87.09,10.84,3.19,46.35,26.71,Conífera,Esclerofil·le,43.38,5.58,159.07,16.77,874.72,Pinus halepensis,Quercus ilex,Pinus,Quercus,92.02,1.97,41.63,Vallès Occidental,Terrassa,681.11,751.4,7.2
P_03272,0.7,1.6,0.22,0.09,0.64,0.65,Conífera,Conífera,0.81,0.12,2.97,16.7,31.83,Pinus halepensis,Pinus halepensis,Pinus,Pinus,1.54,1.99,41.63,Vallès Occidental,Matadepera,686.85,763.5,7.1
P_03275,25.31,107.97,13.21,3.8,56,34.96,Conífera,Esclerofil·le,53.84,6.82,197.41,18.83,908.53,Pinus halepensis,Quercus ilex,Pinus,Quercus,111.47,2.03,41.63,Vallès Occidental,Matadepera,727.64,776.1,6.9
P_03280,22.86,124.73,16,2.88,72.29,33.57,Conífera,Conífera,62.64,8.39,229.67,25.67,441.67,Pinus halepensis,Pinus halepensis,Pinus,Pinus,148.71,2.08,41.63,Vallès Occidental,Castellar del Vallès,379.74,678.1,7.9
P_03287,4.12,13.53,1.49,0.47,5.71,5.85,Conífera,Conífera,6.85,0.79,25.13,29.16,61.68,Pinus halepensis,Pinus halepensis,Pinus,Pinus,12.64,1.94,41.62,Vallès Occidental,Vacarisses,565.38,704.9,7.9
P_03288,21.59,85.62,8.65,5.31,41.24,30.42,Esclerofil·le,Esclerofil·le,41.15,4.12,150.88,12.9,1651.67,Quercus ilex,Quercus ilex,Quercus,Quercus,61.3,1.96,41.62,Vallès Occidental,Terrassa,654.27,742.6,7.4
P_03289,1.26,3.95,0.5,0.31,1.72,1.43,Esclerofil·le,Esclerofil·le,1.94,0.25,7.12,10.03,159.15,Quercus ilex,Quercus ilex,Quercus,Quercus,3.31,1.97,41.62,Vallès Occidental,Terrassa,562.08,728.4,7.6
P_03292,11.94,56.65,6.02,1.98,30.72,17.94,Conífera,Esclerofil·le,28.31,3.12,103.8,15.81,607.9,Pinus halepensis,Quercus ilex,Pinus,Quercus,60.22,2.03,41.62,Vallès Occidental,Matadepera,555.72,728,7.5
P_03299,45.71,201.42,20.65,10.75,104.02,66,Esclerofil·le,Esclerofil·le,96.79,9.82,354.91,13.28,3299.39,Quercus ilex,Quercus ilex,Quercus,Quercus,152.97,1.93,41.61,Vallès Occidental,Vacarisses,509.12,710,8
P_03302,16.81,61.82,7.54,2.7,30.73,20.86,Esclerofil·le,Esclerofil·le,30.37,3.77,111.37,16.55,781.63,Pinus halepensis,Arbutus unedo,Pinus,Quercus,56.14,1.98,41.61,Vallès Occidental,Terrassa,545.42,724.3,7.8
P_03304,19.51,85.69,9.61,4.32,44.69,27.07,Esclerofil·le,Esclerofil·le,41.7,4.71,152.9,13.95,1276.78,Quercus ilex,Quercus ilex,Quercus,Quercus,73.44,2,41.61,Vallès Occidental,Matadepera,557.12,739.6,7.5
P_03307,40.39,224.32,30.66,6,131.13,56.53,Conífera,Esclerofil·le,112.11,15.86,411.08,18.25,1544.72,Pinus halepensis,Quercus ilex,Pinus,Quercus,265.27,2.06,41.61,Vallès Occidental,Castellar del Vallès,345.99,673.4,8.2
P_03318,19.62,86.37,9.36,3.21,43.02,30.78,Conífera,Esclerofil·le,42.99,4.81,157.64,18.99,692.36,Pinus halepensis,Quercus ilex,Pinus,Quercus,83.65,1.97,41.6,Vallès Occidental,Terrassa,533.91,724.3,7.8
P_03319,7.13,48.62,4.79,1,32.28,10.54,Esclerofil·le,Esclerofil·le,23.13,2.25,84.81,32.69,84.88,Quercus ilex,Quercus ilex,Quercus,Quercus,42.7,1.98,41.6,Vallès Occidental,Terrassa,455.9,704.9,8
P_03323,24.49,129.63,15.12,3.23,73.2,38.09,Conífera,Conífera,64.96,7.85,238.2,32.69,291.85,Pinus halepensis,Pinus halepensis,Pinus,Pinus,145.3,2.02,41.6,Vallès Occidental,Terrassa,439.52,701.3,8.1
P_03326,5.93,29.65,3.22,1.17,16.28,8.98,Conífera,Esclerofil·le,14.67,1.63,53.78,15.24,324.96,Pinus halepensis,Quercus ilex,Pinus,Quercus,29.68,2.07,41.6,Vallès Occidental,Castellar del Vallès,243.75,645,8.5
P_03335,3.78,10.49,1.38,0.57,4.58,3.96,Conífera,Conífera,5.35,0.74,19.61,22.87,91.96,Pinus halepensis,Pinus halepensis,Pinus,Pinus,10.72,1.9,41.59,Vallès Occidental,Vacarisses,314.24,651,9.3
P_03336,8.97,37.91,4.54,1.4,19.16,12.81,Conífera,Esclerofil·le,19.02,2.37,69.76,19.6,297.09,Pinus halepensis,Quercus ilex,Pinus,Quercus,39.57,1.93,41.59,Vallès Occidental,Vacarisses,375.29,673.4,8.6
P_03339,21.14,88.24,9.53,3.73,45.03,29.94,Esclerofil·le,Esclerofil·le,43.23,4.75,158.5,17.18,912.06,Quercus ilex,Quercus ilex,Quercus,Quercus,77.68,1.96,41.59,Vallès Occidental,Terrassa,419.39,701.3,8.2
P_03341,23.75,102.6,14.91,4.91,52.64,30.14,Esclerofil·le,Esclerofil·le,49.94,7.22,183.1,12.79,1849.31,Quercus ilex,Quercus ilex,Quercus,Quercus,93.36,1.98,41.59,Vallès Occidental,Terrassa,451.76,706.2,8.2
P_03343,20.64,92.43,14.11,2.86,51.39,24.07,Conífera,Caducifoli,45.85,7.07,168.11,15.23,1133.32,Pinus halepensis,Quercus humilis,Pinus,Quercus,102.82,2.05,41.59,Vallès Occidental,Terrassa,343.49,680.2,8.3
P_03346,25.72,157.2,20.58,3.04,95.36,38.23,Conífera,Conífera,79.23,10.85,290.53,29.71,370.94,Pinus halepensis,Pinus halepensis,Pinus,Pinus,199.53,2.11,41.59,Vallès Occidental,Castellar del Vallès,291.86,662.2,8.3
P_03348,15.39,79.41,9.89,2.85,45.34,21.33,Esclerofil·le,Esclerofil·le,38.78,4.87,142.2,16.17,749.37,Quercus ilex,Quercus ilex,Quercus,Quercus,77.53,2.14,41.59,Vallès Occidental,Sentmenat,260.19,668.4,8.1
P_03362,1.79,3.66,0.63,0.23,1.65,1.14,Conífera,Conífera,1.86,0.33,6.81,9.45,254.65,Pinus halepensis,Pinus halepensis,Pinus,Pinus,4.11,1.93,41.58,Vallès Occidental,Vacarisses,407.85,689,8.6
P_03366,2.73,9.93,1.57,0.31,5.3,2.75,Conífera,Caducifoli,4.93,0.8,18.09,19.45,91.96,Pinus halepensis,Populus nigra,Pinus,Populus,12.14,1.96,41.58,Vallès Occidental,Vacarisses,387.25,689.6,8.5
P_03372,3.21,21.25,2.62,0.36,13.06,5.22,Conífera,Conífera,10.72,1.38,39.3,38.01,28.29,Pinus halepensis,Pinus halepensis,Pinus,Pinus,27.05,2.08,41.58,Vallès Occidental,Sabadell,284.67,664.5,8.5
P_03373,10.72,46.15,5.52,2.04,23.33,15.25,Conífera,Esclerofil·le,22.93,2.83,84.09,14.4,657.84,Pinus halepensis,Quercus ilex,Pinus,Quercus,45.94,2.09,41.58,Vallès Occidental,Sabadell,213.8,646.7,8.7
P_03376,14.19,51.72,7.31,3.36,23.91,17.13,Esclerofil·le,Esclerofil·le,25.24,3.57,92.56,10.36,1683.51,Quercus ilex,Quercus ilex,Quercus,Quercus,44.28,2.11,41.58,Vallès Occidental,Sabadell,256.95,648.6,8.5
P_03377,21.57,119.61,15.23,3.09,69.79,31.51,Conífera,Esclerofil·le,59.76,7.9,219.12,22.57,539.15,Pinus halepensis,Quercus ilex,Pinus,Quercus,139.09,2.14,41.58,Vallès Occidental,Sentmenat,211.52,649.1,8.5
P_03383,15.37,55.42,5.97,2.51,24.31,22.64,Conífera,Esclerofil·le,27.69,3.09,101.52,17.91,609.88,Pinus halepensis,Quercus ilex,Pinus,Quercus,49.4,1.93,41.57,Vallès Occidental,Viladecavalls,452.49,722.4,8.3
P_03384,20.88,74.7,10.38,2.85,37.21,24.27,Conífera,Conífera,37.93,5.5,139.08,23.34,488.08,Pinus halepensis,Pinus halepensis,Pinus,Pinus,84.52,1.94,41.57,Vallès Occidental,Viladecavalls,425.37,705.3,8.4
P_03386,22.3,101.32,14.3,3.56,56.31,27.16,Conífera,Esclerofil·le,50.55,7.38,185.37,15.1,1246.08,Pinus halepensis,Quercus ilex,Pinus,Quercus,114.85,1.97,41.57,Vallès Occidental,Viladecavalls,333.97,676.4,8.7
P_03389,9.18,70.36,7.28,1,46.51,15.58,Conífera,Esclerofil·le,34.45,3.65,126.31,42.74,63.94,Pinus halepensis,Quercus ilex,Pinus,Quercus,78.04,2.06,41.57,Vallès Occidental,Sabadell,273.35,677.8,8.5
P_03401,21.02,110.79,13.11,3.12,64.07,30.49,Conífera,Esclerofil·le,54.52,6.54,199.91,22.01,552.44,Pinus halepensis,Quercus ilex,Quercus,Quercus,114.03,2.06,41.56,Vallès Occidental,Sabadell,259.58,680.6,8.6
P_03403,31.41,169.25,20.93,3.72,97.31,47.29,Conífera,Esclerofil·le,85.37,11.06,313.03,23.6,718.25,Pinus halepensis,Ceratonia siliqua,Pinus,Ceratonia,204.51,1.93,41.55,Vallès Occidental,Viladecavalls,260.41,666,9.1
P_03414,12.42,67.63,8.32,1.49,39.87,17.95,Conífera,Conífera,33.57,4.23,123.08,26.67,222.39,Pinus halepensis,Pinus halepensis,Pinus,Pinus,74.76,1.96,41.55,Vallès Occidental,Viladecavalls,245.35,683.1,9
P_03417,8.3,33.71,4.86,0.98,18,9.87,Conífera,Conífera,17.05,2.57,62.53,23.75,187.45,Pinus halepensis,Pinus halepensis,Pinus,Pinus,40.17,1.98,41.55,Vallès Occidental,Terrassa,321.06,694.5,8.7
P_03424,22.21,94.82,12.94,3.48,51.63,26.77,Conífera,Conífera,48.32,6.9,177.16,26.16,413.38,Pinus pinea,Pinus pinea,Pinus,Pinus,115.23,2,41.54,Vallès Occidental,Terrassa,313.6,693.6,8.7
P_03426,0.9,3.51,0.49,0.09,2.01,0.92,Caducifoli,Caducifoli,1.7,0.23,6.23,28.4,14.15,Quercus humilis,Quercus humilis,Quercus,Quercus,3.32,2.02,41.54,Vallès Occidental,Terrassa,244.59,675.2,8.9
P_03428,16.64,62.16,10.93,2.22,34.52,14.49,Conífera,Conífera,31.39,5.74,115.11,12.83,1287.39,Pinus halepensis,Pinus halepensis,Pinus,Pinus,79.61,2.02,41.53,Vallès Occidental,Rubí,271.38,682,8.8
P_03437,21.58,114.65,16.61,2.51,67.9,27.63,Conífera,Conífera,57.92,8.78,212.39,25.4,425.97,Pinus halepensis,Pinus halepensis,Pinus,Pinus,147.54,2.05,41.52,Vallès Occidental,Sant Quirze del Vallès,256.52,647.1,8.7
P_03441,29.84,176.23,23.45,3.47,106.3,43.01,Conífera,Conífera,88.99,12.4,326.31,29.81,427.53,Pinus halepensis,Pinus halepensis,Pinus,Pinus,225.34,1.99,41.51,Vallès Occidental,Rubí,177.54,679.7,9.3
P_03442,23.15,118.61,15.66,3.6,71.4,27.96,Conífera,Conífera,59.21,8,217.12,19.94,741.03,Pinus halepensis,Quercus humilis,Pinus,Quercus,138.21,2.05,41.51,Vallès Occidental,Rubí,203.59,619.6,9
P_03446,19.91,108.8,14.24,3.42,65.17,25.97,Esclerofil·le,Esclerofil·le,53.14,7.04,194.86,17.62,817,Quercus ilex,Quercus ilex,Quercus,Quercus,112.51,2.21,41.66,Vallès Oriental,Bigues i Riells,272.78,678.2,8.2
P_03447,5.13,28.34,3.59,0.64,18.69,5.43,Caducifoli,Caducifoli,14.18,1.88,51.98,23.35,119.83,Populus x canadensis,Populus x canadensis,Pinus,Populus,38.62,2.22,41.66,Vallès Oriental,Bigues i Riells,198.94,664.6,8.4
P_03453,33.01,187.01,23.96,5.2,110.8,47.06,Conífera,Esclerofil·le,92.97,12.25,340.88,17.9,1311.3,Pinus halepensis,Quercus ilex,Pinus,Quercus,213.2,2.35,41.67,Vallès Oriental,Cardedeu,289.21,736.6,8.3
P_03455,5.47,31.37,3.91,0.94,19.38,7.13,Esclerofil·le,Esclerofil·le,15.02,1.84,55.08,19.47,183.91,Quercus ilex,Quercus ilex,Quercus,Quercus,28.45,2.28,41.66,Vallès Oriental,les Franqueses del Vallès,206.98,676.3,8.7
P_03457,11.31,57.8,6.44,2.28,33.19,15.89,Esclerofil·le,Esclerofil·le,28.01,3.14,102.69,17.24,484.54,Quercus ilex,Quercus ilex,Quercus,Quercus,52.07,2.39,41.66,Vallès Oriental,Sant Antoni de Vilamajor,256.69,759.8,8.1
P_03460,6.91,35.89,3.45,0.85,20.18,11.41,Conífera,Esclerofil·le,17.99,1.82,65.98,26.96,120.96,Pinus halepensis,Olea europaea,Pinus,Olea,40.01,2.15,41.65,Vallès Oriental,Caldes de Montbui,346.01,695,7.6
P_03461,41.4,235.43,31.24,5.24,139.76,59.19,Conífera,Caducifoli,118.13,16.18,433.13,19.6,1371.7,Pinus halepensis,Quercus humilis,Pinus,Quercus,286.9,2.17,41.65,Vallès Oriental,Caldes de Montbui,311.39,692.8,7.7
P_03466,15.29,88.42,11.37,3.27,53.56,20.22,Esclerofil·le,Esclerofil·le,42.22,5.34,154.81,15.16,846.85,Quercus ilex,Quercus ilex,Quercus,Quercus,77.38,2.28,41.65,Vallès Oriental,les Franqueses del Vallès,194.57,673.7,8.8
P_03467,18.87,94.19,11.92,2.76,52.62,26.89,Conífera,Esclerofil·le,47.03,6.17,172.43,21.22,533.63,Pinus halepensis,Quercus ilex,Pinus,Quercus,105.06,2.33,41.65,Vallès Oriental,les Franqueses del Vallès,259.71,710.8,8.5
P_03468,28.22,162.67,21.58,4.07,104.75,32.27,Esclerofil·le,Esclerofil·le,78.47,10.51,287.74,18.15,1090.88,Quercus humilis,Quercus ilex,Quercus,Quercus,165.81,2.45,41.65,Vallès Oriental,Vilalba Sasserra,269.76,804.7,8.5
P_03471,12.56,55.62,6.15,2.74,30.64,16.09,Esclerofil·le,Esclerofil·le,26.66,2.92,97.76,13.05,938.8,Quercus ilex,Quercus ilex,Quercus,Quercus,47.99,2.21,41.64,Vallès Oriental,Santa Eulàlia de Ronçana,218.87,683.9,8.1
P_03476,4.67,19.17,2.51,0.78,10.66,5.23,Esclerofil·le,Esclerofil·le,9.22,1.21,33.81,16.47,219.28,Quercus ilex,Quercus ilex,Quercus,Quercus,17.04,2.47,41.64,Vallès Oriental,Vilalba Sasserra,410.76,853.8,8.6
P_03481,35.41,169.61,19.91,7.16,94.79,47.75,Esclerofil·le,Esclerofil·le,83.56,10.03,306.4,17.36,1495.63,Quercus ilex,Quercus ilex,Quercus,Quercus,168.69,2.41,41.63,Vallès Oriental,Llinars del Vallès,338.73,777,7.4
P_03487,27.24,116.45,14.17,5.28,64.77,32.24,Conífera,Esclerofil·le,59.25,7.5,217.24,18.2,1047.45,Pinus pinea,Arbutus unedo,Pinus,Arbutus,137.27,2.47,41.63,Vallès Oriental,Vilalba Sasserra,627.45,903.4,8
P_03490,22,137.18,16.01,3.5,84.47,33.19,Esclerofil·le,Esclerofil·le,67.48,8.07,247.41,22.36,560.37,Quercus ilex,Quercus ilex,Quercus,Quercus,148.96,2.25,41.62,Vallès Oriental,Canovelles,166.39,663.2,9
P_03493,36.53,195.08,24.18,5.38,111.71,53.81,Conífera,Esclerofil·le,97.57,12.53,357.75,21.19,1036.13,Pinus halepensis,Quercus ilex,Pinus,Quercus,222.68,2.37,41.62,Vallès Oriental,Llinars del Vallès,227.83,712.7,8.3
P_03501,30.05,199.97,22.81,4.42,124.95,47.79,Conífera,Esclerofil·le,99.32,11.62,364.19,20.66,896.64,Pinus halepensis,Quercus ilex,Pinus,Quercus,232.38,2.19,41.61,Vallès Oriental,Lliçà d'Amunt,188.56,683.3,7.9
P_03503,20.44,118.77,15.81,3.19,74.44,25.33,Conífera,Caducifoli,59.72,8.16,218.97,19.89,657.7,Pinus pinea,Quercus humilis,Pinus,Quercus,150.6,2.21,41.61,Vallès Oriental,Lliçà d'Amunt,186.95,681.1,8.2
P_03505,24.46,120.03,15.61,5.07,69.74,29.61,Conífera,Esclerofil·le,60.31,8.1,221.13,18.79,881.79,Pinus pinea,Quercus ilex,Pinus,Quercus,138.78,2.36,41.61,Vallès Oriental,la Roca del Vallès,215.16,690.2,8.6
P_03508,20.83,76.47,10.23,3.95,40.19,22.1,Conífera,Conífera,39.28,5.5,144.02,29.88,297.09,Pinus pinea,Pinus pinea,Pinus,Pinus,91.86,2.4,41.61,Vallès Oriental,Llinars del Vallès,292.96,715.7,8.1
P_03518,16.29,85.26,10.54,3.06,51.82,19.83,Conífera,Esclerofil·le,42.98,5.51,157.6,29.47,238.8,Pinus pinea,Quercus ilex,Pinus,Quercus,103.66,2.36,41.6,Vallès Oriental,la Roca del Vallès,224.75,689.4,8.6
P_03539,17.01,97.2,11.04,2.94,59.52,23.7,Conífera,Esclerofil·le,48.49,5.62,177.78,24.82,351.56,Pinus pinea,Quercus ilex,Pinus,Quercus,110.1,2.22,41.58,Vallès Oriental,Lliçà de Vall,129.99,656.9,9
P_03549,8.68,46.01,6.22,1.04,27.68,11.07,Conífera,Caducifoli,22.77,3.1,83.49,24.18,189.01,Pinus halepensis,Quercus humilis,Quercus,Quercus,52.32,2.19,41.57,Vallès Occidental,Palau-solità i Plegamans,147.53,646.7,8.9
P_03551,20.66,122.09,13.66,3.51,76.96,27.95,Conífera,Esclerofil·le,60.58,6.96,222.13,29.58,300.48,Pinus pinea,Quercus ilex,Pinus,Quercus,135.65,2.33,41.57,Vallès Oriental,la Roca del Vallès,153.84,656.6,9.3
P_03552,17.5,80.84,9.9,4.19,44.03,22.72,Esclerofil·le,Esclerofil·le,39.02,4.74,143.07,12.29,1474.41,Quercus ilex,Quercus ilex,Quercus,Quercus,68.91,2.34,41.58,Vallès Oriental,la Roca del Vallès,276.01,688.9,8.9
P_03560,29.51,190.44,22.17,5.12,120.46,42.68,Conífera,Esclerofil·le,94.76,11.28,347.44,18.95,1046.32,Pinus halepensis,Quercus ilex,Pinus,Quercus,224.02,2.31,41.57,Vallès Oriental,la Roca del Vallès,137.97,650.5,9.4
P_03562,24.39,98.21,14.04,4.16,53.7,26.32,Conífera,Conífera,50.22,7.5,184.13,25.32,484.54,Pinus pinea,Pinus pinea,Pinus,Pinus,122.35,2.33,41.57,Vallès Oriental,la Roca del Vallès,245.07,682.3,9
P_03566,22.94,85.92,11.44,4.38,45.53,24.58,Conífera,Conífera,44,6.12,161.34,21.85,611.86,Pinus pinea,Pinus pinea,Pinus,Pinus,102.66,2.33,41.56,Vallès Oriental,Vilanova del Vallès,225.74,667.9,9.2
P_03570,32.31,135,16.23,6.1,71.56,41.11,Conífera,Esclerofil·le,66.88,8.26,245.23,19.42,1090.88,Quercus ilex,Quercus ilex,Pinus,Quercus,133.38,2.3,41.55,Vallès Oriental,Vilanova del Vallès,192.75,656.5,9.3
P_03576,13.49,55.47,7.45,3.03,29.06,15.92,Esclerofil·le,Esclerofil·le,27.01,3.62,99.02,12.28,1138.42,Quercus ilex,Quercus ilex,Quercus,Quercus,50.03,2.24,41.54,Vallès Oriental,Montornès del Vallès,75.21,644.8,9.7
P_03580,36.26,183.01,22.8,6.49,102.75,50.96,Conífera,Esclerofil·le,91.17,11.71,334.3,17.51,1505.82,Pinus halepensis,Quercus ilex,Pinus,Quercus,199.89,2.32,41.54,Vallès Oriental,Vilanova del Vallès,244.43,665.8,9.3
P_03592,22.27,97.2,10.91,5.01,51.24,30.04,Esclerofil·le,Esclerofil·le,46.87,5.22,171.85,14.77,1299.55,Quercus ilex,Quercus ilex,Quercus,Quercus,78.33,2.27,41.52,Vallès Oriental,Santa Maria de Martorelles,283.77,684.6,9.3
P_03598,6.94,26.83,3.18,1.48,13.83,8.34,Esclerofil·le,Esclerofil·le,12.85,1.5,47.1,13.4,491.61,Quercus ilex,Quercus ilex,Quercus,Quercus,20.61,2.25,41.51,Vallès Oriental,Sant Fost de Campsentelles,365.95,705.8,9.2
P_03599,24.52,102.81,11.65,5.57,52.95,32.64,Esclerofil·le,Esclerofil·le,49.93,5.66,183.06,14.77,1431.97,Quercus ilex,Quercus ilex,Quercus,Quercus,85.01,2.27,41.51,Vallès Oriental,Santa Maria de Martorelles,426.54,715.7,9
P_03610,19.36,77.19,10.61,3.17,42.85,20.56,Esclerofil·le,Esclerofil·le,37.6,5.57,137.88,15.76,991.85,Quercus suber,Quercus ilex,Quercus,Quercus,78.04,2.49,41.67,Vallès Oriental,Sant Celoni,268.09,826.6,8.9
P_03611,17.29,71.42,9.05,1.81,44.33,16.22,Esclerofil·le,Esclerofil·le,34.8,4.87,127.59,19.14,600.83,Quercus suber,Quercus suber,Quercus,Quercus,77.56,2.51,41.67,Vallès Oriental,Sant Celoni,277.97,830.5,9
P_03615,19.63,98.11,12.76,3.2,60.05,22.1,Esclerofil·le,Esclerofil·le,47.91,6.25,175.66,18.18,756.02,Quercus petraea,Quercus ilex,Quercus,Quercus,101.1,2.55,41.67,Vallès Oriental,Sant Celoni,534.74,904.2,8.7
P_03616,27.93,158.25,19.93,3.76,101.05,33.51,Caducifoli,Esclerofil·le,76.25,9.37,279.57,20.73,827.18,Quercus petraea,Quercus petraea,Quercus,Quercus,155.05,2.57,41.67,Vallès Oriental,Sant Celoni,578.18,935.3,8.3
P_03618,18.43,126.37,15.37,1.77,92.69,16.54,Caducifoli,Caducifoli,61.08,7.71,223.97,25.65,356.79,Platanus hispanica,Platanus hispanica,Platanus,Platanus,184.39,2.59,41.67,Vallès Oriental,Sant Celoni,423.57,873.7,8.9
P_03634,5.55,15.02,2.16,0.79,7.05,5.02,Conífera,Esclerofil·le,7.65,1.19,28.04,21.56,152.08,Pinus pinea,Quercus suber,Pinus,Quercus,16.82,2.52,41.66,Vallès Oriental,Sant Celoni,380.29,856.5,9.4
P_03650,13.14,52.82,6.85,2.05,30.32,13.59,Esclerofil·le,Esclerofil·le,25.6,3.49,93.88,14.8,763.52,Quercus suber,Quercus ilex,Quercus,Quercus,51.43,2.48,41.65,Vallès Oriental,Vallgorguina,274.34,820,9.3
P_03651,28.86,157.05,22.97,4.42,107.73,21.93,Caducifoli,Caducifoli,77.27,11.67,283.32,23.29,677.08,Alnus glutinosa,Alnus glutinosa,Alnus,Alnus,235.98,2.53,41.65,Vallès Oriental,Vallgorguina,259.21,825.3,10.5
P_03684,5.45,26.49,3.33,0.77,16.32,6.07,Esclerofil·le,Esclerofil·le,12.81,1.74,46.98,21.11,155.62,Quercus suber,Quercus ilex,Quercus,Quercus,26.94,2.49,41.63,Vallès Oriental,Vallgorguina,355.18,839,9.7
P_03685,28.38,117.96,14.61,4.34,67.75,31.26,Esclerofil·le,Esclerofil·le,57.54,7.65,210.98,17.25,1213.82,Quercus suber,Quercus ilex,Quercus,Quercus,117.31,2.51,41.63,Vallès Oriental,Vallgorguina,339.37,828.7,10.4
